C45 18p *C0603 -20.000000 -81.500000 270.000000 t
C46 1n *C0603 -60.000000 -42.750000 270.000000 t
C47 1n *C0603 -57.500000 -42.750000 270.000000 t
C48 1n *C0603 -56.250000 -42.750000 270.000000 t
C49 1n *C0603 -58.750000 -42.750000 270.000000 t
C50 2.2u *C0603 -2.750000 -75.250000 0.000000 t
C51 10u *C0805 -13.250000 -94.500000 180.000000 t
C52 1n *C0603 -68.250000 -35.500000 0.000000 t
C53 100n *C0603 -15.250000 -12.500000 90.000000 t
C54 100n *C0603 -15.250000 -7.000000 90.000000 t
C55 100n *C0603 -26.750000 -8.000000 90.000000 t
C56 100n *C0603 -15.250000 -1.500000 90.000000 t
C57 18p *C0603 -26.500000 -78.000000 270.000000 t
C58 100n *C0603 -2.000000 -81.500000 0.000000 t
C59 1n *C0603 -68.250000 -36.750000 0.000000 t
C60 100n *C0603 -2.750000 -76.500000 0.000000 t
C61 100n *C0603 -50.500000 -5.750000 270.000000 t
C62 2.2u *C0603 -82.250000 -37.750000 90.000000 t
C63 100n *C0603 -33.250000 -68.000000 270.000000 t
C64 1n *C0603 -65.500000 -39.500000 180.000000 t
C65 2.2u *C0603 -65.500000 -36.750000 0.000000 t
C66 100n *C0603 -60.000000 -5.750000 270.000000 t
C67 100n *C0603 -68.250000 -40.750000 0.000000 t
C68 10u *C0805 -2.000000 -83.000000 0.000000 t
C69 10u *C0805 -4.750000 -82.250000 90.000000 t
C70 10u *C0805 -6.500000 -82.250000 90.000000 t
C71 100n *C0603 -15.250000 -45.500000 90.000000 t
C72 100n *C0603 -15.250000 -29.000000 90.000000 t
C73 100n *C0603 -15.250000 -40.000000 90.000000 t
C74 100n *C0603 -15.250000 -23.500000 90.000000 t
C75 100n *C0603 -15.250000 -18.000000 90.000000 t
C76 100n *C0603 -15.250000 -34.500000 90.000000 t
C77 100n *C0603 -65.500000 -29.750000 0.000000 t
C78 100n *C0603 -17.500000 -81.500000 90.000000 t
C79 100n *C0603 -13.250000 -71.500000 180.000000 t
C80 100n *C0603 -65.500000 -34.000000 0.000000 t
C81 1n *C0603 -65.500000 -40.750000 180.000000 t
C82 100n *C0603 -23.000000 -67.500000 270.000000 t
C83 100n *C0603 -27.250000 -76.000000 0.000000 t
C84 100n *C0603 -61.250000 -42.750000 90.000000 t
C85 100n *C0603 -48.750000 -41.750000 90.000000 t
C86 100n *C0603 -44.000000 -24.750000 180.000000 t
C87 100n *C0603 -61.500000 -20.750000 270.000000 t
C88 2.2u *C0603 -50.000000 -41.750000 270.000000 t
C89 100n *C0603 -65.500000 -27.500000 0.000000 t
C90 2.2u *C0603 -44.000000 -26.250000 0.000000 t
C91 100n *C0603 -98.500000 -33.750000 180.000000 t
C92 150n *C1808 -54.000000 -86.250000 90.000000 t
C93 150n *C1808 -45.000000 -86.250000 90.000000 t
C94 100n *C0603 -98.500000 -26.750000 180.000000 t
C95 100n *C0603 -98.500000 -19.750000 180.000000 t
C96 100n *C0603 -83.000000 -40.750000 90.000000 t
C97 10u *C0805 -2.000000 -84.750000 0.000000 t
C98 100n *C0603 -75.250000 -16.000000 270.000000 t
C99 100n *C0603 -80.500000 -40.750000 90.000000 t
C100 100n *C0603 -76.000000 -4.000000 0.000000 t
C101 2.2u *C0603 -80.750000 -37.750000 90.000000 t
C102 2.2u *C0603 -83.750000 -20.750000 90.000000 t
C103 100n *C0603 -83.750000 -32.250000 90.000000 t
C104 100n *C0603 -83.750000 -23.500000 270.000000 t
C105 100n *C0603 -81.750000 -32.500000 180.000000 t
C106 100n *C0603 -81.750000 -21.000000 180.000000 t
C107 100n *C0603 -78.750000 -34.000000 270.000000 t
C108 100n *C0603 -78.750000 -22.500000 270.000000 t
C109 10u *C0805 -77.500000 -31.750000 0.000000 t
C110 10u *C0805 -77.500000 -18.500000 0.000000 t
C111 10u *C0805 -77.500000 -30.000000 0.000000 t
C112 100n *C0603 -9.250000 -1.500000 0.000000 t
C113 100n *C0603 -27.750000 -26.250000 270.000000 t
C114 100n *C0603 -6.000000 -20.250000 180.000000 t
C115 100n *C0603 -9.250000 -18.000000 180.000000 t
C116 100n *C0603 -27.750000 -42.750000 270.000000 t
C117 100n *C0603 -6.000000 -36.750000 180.000000 t
C118 100n *C0603 -9.250000 -34.500000 180.000000 t
C119 100n *C0603 -65.500000 -35.500000 0.000000 t
C120 100n *C0603 -86.250000 -39.250000 270.000000 t
C121 100n *C0603 -88.250000 -39.000000 0.000000 t
C122 100n *C0603 -91.250000 -37.500000 90.000000 t
C123 10u *C0805 -92.500000 -39.750000 180.000000 t
C124 10u *C0805 -92.500000 -41.500000 180.000000 t
C125 100n *C0603 -68.250000 -38.250000 0.000000 t
C126 100n *C0603 -68.250000 -39.500000 0.000000 t
C127 100n *C0603 -13.000000 -75.250000 180.000000 t
C128 100n *C0603 -11.000000 -66.250000 0.000000 t
C129 2.2u *C0603 -31.750000 -68.000000 270.000000 t
C130 100n *C0603 -86.500000 -4.000000 0.000000 t
C131 10u *C0805 -79.000000 -40.500000 90.000000 t
C132 10u *C0805 -77.500000 -20.250000 0.000000 t
C133 2.2u *C0603 -86.250000 -36.000000 90.000000 t
C134 2.2u *C0603 -92.500000 -37.500000 90.000000 t
C135 2.2u *C0603 -77.500000 -34.000000 270.000000 t
C136 2.2u *C0603 -77.500000 -22.500000 270.000000 t
C137 2.2u *C0603 -83.750000 -35.000000 270.000000 t
C138 100n *C0603 -77.250000 -92.500000 0.000000 t
C139 2.2u *C0603 -76.250000 -11.250000 90.000000 t
C140 2.2u *C0603 -77.500000 -11.250000 90.000000 t
C141 10u *C0805 -8.250000 -82.250000 90.000000 t
C142 2.2u *C0603 -78.750000 -11.250000 90.000000 t
C144 2.2u *C0603 -75.000000 -11.250000 90.000000 t
C147 100n *C0603 -13.000000 -76.500000 0.000000 t
D1 red *C0805 -1.250000 -68.000000 270.000000 t
D2 ES1J_R2 *SMA -91.500000 -31.000000 90.000000 t
D3 ES1J_R2 *SMA -91.500000 -24.000000 90.000000 t
D4 green *C0805 -99.000000 -31.000000 90.000000 t
D5 ES1J_R2 *SMA -91.500000 -17.000000 90.000000 t
D6 SS34A *SMA -10.000000 -76.500000 90.000000 t
D7 ES1J_R2 *SMA -67.500000 -16.000000 270.000000 t
D8 green *C0805 -85.250000 -76.500000 90.000000 t
D9 SS34A *SMA -79.750000 -26.750000 0.000000 t
D10 ES1J_R2 *SMA -13.163492 -84.500000 45.000000 t
D11 ES1J_R2 *SMA -4.250000 -96.250000 0.000000 t
D12 SS34A *SMA -79.750000 -15.250000 0.000000 t
D13 SS34A *SMA -90.250000 -44.750000 180.000000 t
D14 green *C0805 -99.000000 -24.000000 90.000000 t
D15 green *C0805 -99.000000 -17.000000 90.000000 t
D16 red *C0805 -47.500000 -1.000000 0.000000 t
D17 yellow *C0805 -52.750000 -1.000000 0.000000 t
D18 green *C0805 -58.000000 -1.000000 0.000000 t
D19 green *C0805 -86.500000 -1.000000 0.000000 t
D20 green *C0805 -76.000000 -1.000000 0.000000 t
D22 SMAJ24A_TV *SMA -96.250000 -2.250000 0.000000 t
D24 green *C0805 -99.000000 -8.000000 90.000000 t
L1 220r_700mA *R0603 -27.750000 -78.000000 270.000000 t
L2 1m_250mA *NPI31W -7.000000 -89.250000 0.000000 t
L3 220r_700mA *R0603 -65.500000 -38.000000 180.000000 t
L4 4.7uH_1.5A *IND3225 -6.500000 -78.500000 90.000000 t
L5 4.7uH_1.5A *IND3225 -81.250000 -30.250000 0.000000 t
L6 4.7uH_1.5A *IND3225 -81.250000 -18.750000 0.000000 t
L7 220r_700mA *R0603 -13.750000 -1.500000 90.000000 t
L8 220r_700mA *R0603 -27.750000 -29.000000 270.000000 t
L9 220r_700mA *R0603 -13.750000 -18.000000 270.000000 t
L10 220r_700mA *R0603 -27.750000 -45.500000 270.000000 t
L11 220r_700mA *R0603 -13.750000 -34.500000 270.000000 t
L12 4.7uH_1.5A *IND3225 -88.750000 -41.250000 180.000000 t
P1 USB_OTG *MUSB -37.500000 -1.750000 0.000000 t
P11 USB_OTG *MUSB -2.000000 -61.250000 270.000000 t
Q1 IRLML6344 *SOT23 -87.750000 -30.000000 90.000000 t
Q2 IRLML6344 *SOT23 -87.750000 -23.000000 90.000000 t
Q3 IRLML6344 *SOT23 -87.750000 -16.000000 90.000000 t
Q4 IRLML6344 *SOT23 -63.750000 -17.000000 270.000000 t
R1 120 *R0603 -43.250000 -1.000000 180.000000 t
R2 1k *R0603 -21.000000 -67.500000 90.000000 t
R3 470 *R0603 -9.250000 -33.000000 0.000000 t
R4 470 *R0603 -9.250000 -49.750000 0.000000 t
R5 470 *R0603 -9.250000 -38.250000 0.000000 t
R6 470 *R0603 -9.250000 -21.750000 0.000000 t
R7 10k *R0603 -77.250000 -94.000000 0.000000 t
R8 470 *R0603 -3.500000 -67.000000 0.000000 t
R9 22 *R0603 -88.000000 -34.000000 0.000000 t
R10 22 *R0603 -88.000000 -27.000000 0.000000 t
R11 22 *R0603 -88.000000 -20.000000 0.000000 t
R12 1k *R0603 -88.000000 -32.500000 0.000000 t
R13 1k *R0603 -88.000000 -25.500000 0.000000 t
R14 1k *R0603 -88.000000 -18.500000 0.000000 t
R15 1k *R0603 -5.500000 -72.250000 180.000000 t
R16 1k *R0603 -11.000000 -97.500000 0.000000 t
R17 470 *R0603 -9.250000 -16.500000 0.000000 t
R18 470 *R0603 -9.250000 -5.000000 0.000000 t
R19 15k *R0603 -2.000000 -73.000000 180.000000 t
R20 3.9k *R0603 -98.500000 -28.250000 0.000000 t
R21 51k *R0603 -2.000000 -71.750000 0.000000 t
R22 3.9k *R0603 -98.500000 -21.250000 0.000000 t
R23 120 *R0603 -29.250000 -42.750000 90.000000 t
R24 120 *R0603 -29.250000 -26.250000 90.000000 t
R25 120 *R0603 -27.750000 -20.750000 90.000000 t
R26 120 *R0603 -27.750000 -37.250000 90.000000 t
R27 249k *R1206 -56.750000 -73.250000 270.000000 t
R28 249k *R1206 -56.750000 -78.000000 270.000000 t
R29 3.9k *R0603 -58.500000 -80.000000 270.000000 t
R30 1k *R0603 -85.250000 -82.500000 90.000000 t
R31 120 *R0603 -6.750000 -3.750000 270.000000 t
R32 249k *R1206 -61.750000 -73.250000 270.000000 t
R33 249k *R1206 -61.750000 -78.000000 270.000000 t
R34 3.9k *R0603 -60.000000 -80.000000 270.000000 t
R35 10k *R0603 -76.250000 -35.000000 90.000000 t
R36 10k *R0603 -30.500000 -20.750000 0.000000 t
R37 10k *R0603 -30.500000 -37.250000 0.000000 t
R38 10k *R0603 -30.500000 -35.750000 0.000000 t
R39 10k *R0603 -30.500000 -19.250000 0.000000 t
R40 22 *R0603 -63.750000 -13.000000 180.000000 t
R41 10k *R0603 -31.500000 -46.250000 0.000000 t
R42 10k *R0603 -31.500000 -29.750000 0.000000 t
R43 10k *R0603 -33.500000 -47.750000 0.000000 t
R44 10k *R0603 -33.500000 -31.250000 0.000000 t
R45 1k *R0603 -63.750000 -14.500000 180.000000 t
R46 470 *R0603 -33.750000 -79.250000 180.000000 t
R47 15k *R0603 -30.750000 -26.250000 270.000000 t
R48 15k *R0603 -30.750000 -42.750000 270.000000 t
R49 15k *R0603 -30.750000 -40.000000 90.000000 t
R50 15k *R0603 -30.750000 -23.500000 90.000000 t
R51 249k *R1206 -66.750000 -73.250000 270.000000 t
R52 249k *R1206 -66.750000 -78.000000 270.000000 t
R53 3.9k *R0603 -65.000000 -80.000000 270.000000 t
R54 15k *R0603 -36.250000 -47.750000 0.000000 t
R55 15k *R0603 -36.250000 -31.250000 0.000000 t
R56 15k *R0603 -34.750000 -20.000000 90.000000 t
R57 15k *R0603 -34.750000 -36.500000 90.000000 t
R58 15k *R0603 -31.000000 -79.250000 0.000000 t
R59 3.9k *R0603 -76.250000 -23.500000 90.000000 t
R60 51k *R0603 -75.000000 -35.000000 270.000000 t
R61 1k *R0603 -58.000000 -18.250000 270.000000 t
R62 10k *R0603 -2.250000 -13.250000 180.000000 t
R63 1k *R0603 -15.250000 -15.250000 90.000000 t
R64 10k *R0603 -9.250000 -12.250000 180.000000 t
R65 10k *R0603 -2.250000 -11.250000 180.000000 t
R66 1k *R0603 -15.250000 -9.750000 90.000000 t
R67 10k *R0603 -9.250000 -8.250000 180.000000 t
R68 10k *R0603 -2.250000 -9.250000 180.000000 t
R69 1k *R0603 -26.750000 -10.750000 90.000000 t
R70 10k *R0603 -9.250000 -10.250000 180.000000 t
R71 10k *R0603 -2.250000 -7.250000 180.000000 t
R72 1k *R0603 -15.250000 -4.250000 90.000000 t
R73 10k *R0603 -9.250000 -6.250000 180.000000 t
R74 3.9k *R0603 -98.500000 -14.250000 0.000000 t
R75 1k *R0603 -85.250000 -79.750000 90.000000 t
R76 470 *R0603 -50.000000 -1.500000 270.000000 t
R77 249k *R1206 -31.750000 -95.500000 90.000000 t
R78 249k *R1206 -31.750000 -90.750000 90.000000 t
R79 3.9k *R0603 -31.750000 -86.250000 90.000000 t
R80 0.003 *R2512 -50.000000 -76.000000 270.000000 t
R81 0.003 *R2512 -46.000000 -76.000000 270.000000 t
R82 0.003 *R2512 -42.000000 -76.000000 270.000000 t
R83 470 *R0603 -55.250000 -1.500000 270.000000 t
R84 470 *R0603 -33.750000 -78.000000 180.000000 t
R85 470 *R0603 -60.500000 -1.500000 270.000000 t
R86 22 *R0603 -37.750000 -29.250000 270.000000 t
R87 22 *R0603 -37.750000 -45.750000 270.000000 t
R88 22 *R0603 -37.750000 -37.500000 90.000000 t
R89 22 *R0603 -37.750000 -21.000000 90.000000 t
R90 15k *R0603 -31.000000 -78.000000 0.000000 t
R91 1k *R0603 -13.750000 -97.500000 0.000000 t
R92 15k *R0603 -11.000000 -96.250000 180.000000 t
R93 470 *R0603 -37.750000 -26.500000 90.000000 t
R94 470 *R0603 -37.750000 -43.000000 90.000000 t
R95 470 *R0603 -37.750000 -23.750000 270.000000 t
R96 470 *R0603 -37.750000 -40.250000 270.000000 t
R97 51k *R0603 -75.000000 -23.500000 270.000000 t
R98 10k *R0603 -83.500000 -9.250000 0.000000 t
R99 1k *R0603 -80.750000 -9.250000 0.000000 t
R100 470 *R0603 -33.750000 -76.750000 180.000000 t
R101 1k *R0603 -24.750000 -16.750000 270.000000 t
R102 1k *R0603 -24.750000 -11.250000 270.000000 t
R103 1k *R0603 -36.250000 -12.250000 270.000000 t
R104 1k *R0603 -24.750000 -5.750000 270.000000 t
R105 1k *R0603 -83.500000 -10.750000 0.000000 t
R106 10k *R0603 -74.000000 -9.250000 0.000000 t
R107 15k *R0603 -31.000000 -76.750000 0.000000 t
R108 1k *R0603 -71.250000 -9.250000 0.000000 t
R109 120 *R0603 -15.250000 -31.750000 90.000000 t
R110 120 *R0603 -15.250000 -48.250000 90.000000 t
R111 120 *R0603 -15.250000 -26.250000 90.000000 t
R112 120 *R0603 -15.250000 -42.750000 90.000000 t
R113 120 *R0603 -15.250000 -37.250000 90.000000 t
R114 120 *R0603 -15.250000 -20.750000 90.000000 t
R115 10k *R0603 -30.000000 -70.750000 180.000000 t
R116 10k *R0603 -78.750000 -38.000000 0.000000 t
R117 1k *R0603 -76.000000 -38.000000 0.000000 t
R118 1k *R0603 -27.250000 -74.500000 180.000000 t
R119 1k *R0603 -71.250000 -10.750000 180.000000 t
R120 470 *R0603 -86.500000 -2.750000 0.000000 t
R121 1k *R0603 -75.500000 -43.500000 90.000000 t
R122 1k *R0603 -75.500000 -40.750000 90.000000 t
R123 1k *R0603 -24.750000 -33.250000 270.000000 t
R124 1k *R0603 -24.750000 -49.500000 270.000000 t
R125 1k *R0603 -24.750000 -27.750000 270.000000 t
R126 1k *R0603 -24.750000 -44.250000 270.000000 t
R127 1k *R0603 -24.750000 -38.750000 270.000000 t
R128 1k *R0603 -24.750000 -22.250000 270.000000 t
R129 1k *R0603 -18.750000 -68.250000 0.000000 t
R130 120 *R0603 -29.250000 -29.000000 90.000000 t
R131 120 *R0603 -29.250000 -45.500000 90.000000 t
R132 10k *R0603 -93.750000 -36.500000 270.000000 t
R133 51k *R0603 -95.000000 -36.500000 90.000000 t
R134 470 *R0603 -76.000000 -2.500000 0.000000 t
R135 10k *R0603 -2.250000 -27.000000 0.000000 t
R136 1k *R0603 -2.250000 -28.250000 180.000000 t
R137 10k *R0603 -4.250000 -22.250000 0.000000 t
R138 10k *R0603 -2.250000 -43.500000 0.000000 t
R139 1k *R0603 -2.250000 -44.750000 180.000000 t
R140 10k *R0603 -4.250000 -38.750000 0.000000 t
R141 51k *R0603 -77.250000 -95.500000 0.000000 t
R142 10k *R0603 -77.250000 -97.000000 180.000000 t
R143 1.5k *R0603 -9.000000 -96.750000 90.000000 t
R144 1k *R0603 -95.000000 -39.250000 90.000000 t
R145 1k *R0603 -75.000000 -32.250000 270.000000 t
R146 1k *R0603 -75.000000 -20.750000 270.000000 t
R147 22 *R0603 -27.750000 -23.500000 90.000000 t
R148 22 *R0603 -27.750000 -40.000000 90.000000 t
R149 3.9k *R0603 -98.250000 -11.500000 0.000000 t
R150 1.5k *R0603 -8.250000 -59.750000 180.000000 t
R151 22 *R0603 -8.250000 -62.250000 0.000000 t
R152 22 *R0603 -8.250000 -61.000000 0.000000 t
R153 1k *R0603 -65.500000 -31.250000 180.000000 t
R154 22 *R0603 -81.250000 -11.250000 90.000000 t
R155 10k *R0603 -93.000000 -11.750000 270.000000 t
R156 10k *R0603 -89.250000 -11.750000 270.000000 t
R157 10k *R0603 -91.750000 -11.750000 270.000000 t
R158 10k *R0603 -90.500000 -11.750000 270.000000 t
R159 22 *R0603 -83.750000 -37.750000 270.000000 t
R160 22 *R0603 -80.000000 -11.250000 90.000000 t
R161 3.9k *R0603 -28.250000 -68.000000 270.000000 t
R162 1k *R0603 -28.250000 -65.250000 0.000000 t
U1 USBLC6-4SC *SOT23 -41.000000 -19.000000 270.000000 t
U2 zldo1117 *SOT223 -80.000000 -47.000000 270.000000 t
U3 SI8621 *SOP8P -29.000000 -58.250000 0.000000 t
U4 ACT4088 *SOT23 -2.000000 -78.750000 90.000000 t
U5 lnk304D *SOP8P -19.000000 -95.750000 0.000000 t
U6 LM358 *SOP8P -34.250000 -25.250000 90.000000 t
U7 LM358 *SOP8P -34.250000 -41.750000 90.000000 t
U8 SN65176B *SOP8P -20.000000 -15.250000 0.000000 t
U9 SN65176B *SOP8P -20.000000 -9.750000 0.000000 t
U10 SN65176B *SOP8P -31.500000 -10.750000 0.000000 t
U11 SN65176B *SOP8P -20.000000 -4.250000 0.000000 t
U13 ACT4088 *SOT23 -81.250000 -34.750000 0.000000 t
U14 SN65176B *SOP8P -20.000000 -31.750000 0.000000 t
U15 SN65176B *SOP8P -20.000000 -48.250000 0.000000 t
U16 SN65176B *SOP8P -20.000000 -42.750000 0.000000 t
U17 SN65176B *SOP8P -20.000000 -26.250000 0.000000 t
U18 SN65176B *SOP8P -20.000000 -20.750000 0.000000 t
U19 SN65176B *SOP8P -20.000000 -37.250000 0.000000 t
U20 USBLC6-4SC *SOT23 -52.750000 -6.250000 90.000000 t
U21 USBLC6-4SC *SOT23 -15.250000 -61.250000 270.000000 t
U22 USBLC6-4SC *SOT23 -57.750000 -6.250000 90.000000 t
U23 USBLC6-4SC *SOT23 -71.500000 -37.500000 180.000000 t
U25 STM32F303C *QFP48 -20.250000 -74.500000 0.000000 t
U26 STM32F405V *QFP100 -54.750000 -31.000000 0.000000 t
U27 ACT4088 *SOT23 -81.250000 -23.250000 0.000000 t
U28 ACT4088 *SOT23 -88.750000 -36.750000 180.000000 t
U29 USBLC6-4SC *SOT23 -11.000000 -63.500000 270.000000 t
VR1 24V *R0805 -92.750000 -8.000000 90.000000 t
Y1 8M *C6032 -32.000000 -74.000000 270.000000 t
Y2 8M *C6032 -70.250000 -31.250000 0.000000 t
